tweet_id,timestamp,source,text,expanded_urls,name,rating,dog_stage,retweet_count,favorite_count,jpg_url,img_num,max_conf,image_pred,is_dog
892420643555336193,2017-08-01 16:23:56+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",This is Phineas. He's a mystical boy. Only ever appears in the hole of a donut. 13/10 https://t.co/MgUWQ76dJU,https://twitter.com/dog_rates/status/892420643555336193/photo/1,Phineas,1.3,,8853,39467,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,1,0.0970486,orange,False
892177421306343426,2017-08-01 00:17:27+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone","This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 https://t.co/0Xxu71qeIV",https://twitter.com/dog_rates/status/892177421306343426/photo/1,Tilly,1.3,,6514,33819,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,1,0.323581,Chihuahua,True
891815181378084864,2017-07-31 00:18:03+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 https://t.co/wUnZnhtVJB,https://twitter.com/dog_rates/status/891815181378084864/photo/1,Archie,1.2,,4328,25461,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,1,0.716012,Chihuahua,True
891689557279858688,2017-07-30 15:58:51+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us https://t.co/tD36da7qLQ,https://twitter.com/dog_rates/status/891689557279858688/photo/1,Darla,1.3,,8964,42908,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,1,0.1702779999999999,paper_towel,False
891327558926688256,2017-07-29 16:00:24+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone","This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek https://t.co/AtUZn91f7f","https://twitter.com/dog_rates/status/891327558926688256/photo/1,https://twitter.com/dog_rates/status/891327558926688256/photo/1",Franklin,1.2,,9774,41048,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,2,0.555712,basset,True
891087950875897856,2017-07-29 00:08:17+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. 13/10 (IG: tucker_marlo) #BarkWeek https://t.co/kQ04fDDRmh,https://twitter.com/dog_rates/status/891087950875897856/photo/1,,1.3,,3261,20562,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,1,0.425595,Chesapeake_Bay_retriever,True
890971913173991426,2017-07-28 16:27:12+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone","Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl","https://gofundme.com/ydvmve-surgery-for-jax,https://twitter.com/dog_rates/status/890971913173991426/photo/1",Jax,1.3,,2158,12041,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,1,0.341703,Appenzeller,True
890729181411237888,2017-07-28 00:22:40+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 https://t.co/v0nONBcwxq,"https://twitter.com/dog_rates/status/890729181411237888/photo/1,https://twitter.com/dog_rates/status/890729181411237888/photo/1",,1.3,,16716,56848,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,2,0.566142,Pomeranian,True
890609185150312448,2017-07-27 16:25:51+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek https://t.co/9TwLuAGH0b,https://twitter.com/dog_rates/status/890609185150312448/photo/1,Zoey,1.3,,4429,28226,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,1,0.4875739999999999,Irish_terrier,True
890240255349198849,2017-07-26 15:59:51+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate https://t.co/t1bfwz5S2A,https://twitter.com/dog_rates/status/890240255349198849/photo/1,Cassie,1.4,doggo,7711,32467,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,1,0.511319,Pembroke,True
890006608113172480,2017-07-26 00:31:25+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",Koda,1.3,,7624,31166,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,0.957979,Samoyed,True
889880896479866881,2017-07-25 16:11:53+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,https://twitter.com/dog_rates/status/889880896479866881/photo/1,Bruno,1.3,,5156,28268,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,0.377417,French_bulldog,True
889665388333682689,2017-07-25 01:55:32+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,https://twitter.com/dog_rates/status/889665388333682689/photo/1,,1.3,puppo,8538,38818,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,0.966327,Pembroke,True
889638837579907072,2017-07-25 00:10:02+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",Ted,1.2,,4735,27672,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,0.99165,French_bulldog,True
889531135344209921,2017-07-24 17:02:04+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,https://twitter.com/dog_rates/status/889531135344209921/photo/1,Stuart,1.3,puppo,2321,15359,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,0.953442,golden_retriever,True
889278841981685760,2017-07-24 00:19:32+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,https://twitter.com/dog_rates/status/889278841981685760/video/1,Oliver,1.3,,5637,25652,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,0.626152,whippet,True
888917238123831296,2017-07-23 00:22:39+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,https://twitter.com/dog_rates/status/888917238123831296/photo/1,Jim,1.2,,4709,29611,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,0.714719,golden_retriever,True
888804989199671297,2017-07-22 16:56:37+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",Zeke,1.3,,4559,26080,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,0.46976,golden_retriever,True
888554962724278272,2017-07-22 00:23:06+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",Ralphus,1.3,,3732,20290,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,0.700377,Siberian_husky,True
888078434458587136,2017-07-20 16:49:33+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",Gerald,1.2,,3653,22201,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,0.995026,French_bulldog,True
887705289381826560,2017-07-19 16:06:48+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,https://twitter.com/dog_rates/status/887705289381826560/photo/1,Jeffrey,1.3,,5609,30779,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,0.821664,basset,True
887517139158093824,2017-07-19 03:39:09+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,https://twitter.com/dog_rates/status/887517139158093824/video/1,,1.4,,12082,46959,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,0.130432,limousine,False
887473957103951883,2017-07-19 00:47:34+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",Canela,1.3,,18781,69871,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,0.809197,Pembroke,True
887343217045368832,2017-07-18 16:08:03+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,https://twitter.com/dog_rates/status/887343217045368832/video/1,,1.3,,10737,34222,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,0.330741,Mexican_hairless,True
887101392804085760,2017-07-18 00:07:08+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,https://twitter.com/dog_rates/status/887101392804085760/photo/1,,1.2,,6167,31061,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,0.733942,Samoyed,True
886983233522544640,2017-07-17 16:17:36+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",Maya,1.3,,8084,35859,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,0.793469,Chihuahua,True
886736880519319552,2017-07-16 23:58:41+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone","This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",Mingus,1.3,,3443,12306,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,0.309706,kuvasz,True
886680336477933568,2017-07-16 20:14:00+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://twitter.com/dog_rates/status/886680336477933568/photo/1,Derek,1.3,,4610,22798,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,0.738995,convertible,False
886366144734445568,2017-07-15 23:25:31+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",Roscoe,1.2,pupper,3316,21524,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,0.999201,French_bulldog,True
886258384151887873,2017-07-15 16:17:19+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,Waffles,1.3,,6523,28469,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,0.943575,pug,True
885984800019947520,2017-07-14 22:10:11+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://twitter.com/dog_rates/status/885984800019947520/photo/1,Jimbo,1.2,,7097,33382,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,0.972494,Blenheim_spaniel,True
885528943205470208,2017-07-13 15:58:47+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://twitter.com/dog_rates/status/885528943205470208/photo/1,Maisey,1.3,,6683,36689,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,0.369275,pug,True
885167619883638784,2017-07-12 16:03:00+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",,1.3,,4556,22367,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,0.8124819999999999,malamute,True
884925521741709313,2017-07-12 00:01:00+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone","This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://twitter.com/dog_rates/status/884925521741709313/photo/1,Earl,1.2,,16439,68152,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,0.259916,Italian_greyhound,True
884876753390489601,2017-07-11 20:47:12+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",Lola,1.3,,6096,28514,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,0.822103,chow,True
884562892145688576,2017-07-11 00:00:02+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,Kevin,1.3,,5100,24765,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,0.5464060000000001,pug,True
884441805382717440,2017-07-10 15:58:53+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone","I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",https://twitter.com/dog_rates/status/884441805382717440/photo/1,,1.4,,5856,27478,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,0.993225,Pembroke,True
884162670584377345,2017-07-09 21:29:42+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,Yogi,1.2,doggo,3128,20771,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,0.707046,German_shepherd,True
883838122936631299,2017-07-09 00:00:04+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://twitter.com/dog_rates/status/883838122936631299/photo/1,Noah,1.2,,3586,22349,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,0.610946,Doberman,True
883482846933004288,2017-07-08 00:28:19+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone","This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",Bella,0.5,,10407,46860,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,0.943082,golden_retriever,True
883360690899218434,2017-07-07 16:22:55+00:00," href=""http:twitter.comdownlodiphone"" rel=""nofollow""Twitter for iPhone",Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://twitter.com/dog_rates/status/883360690899218434/photo/1,Grizzwald,1.3,floofer,3825,22986,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,0.987997,chow,True
